,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
DA Warner,0.0,0.0,0.0006901709976888531,0.010009992276666666
MR Marsh,0.0,0.0,0.0006901709976888531,0.010009992276666666
S Kaul,0.84044,0.0,0.0006901709976888531,0.010009992276666666
KS Williamson,0.0,0.0,0.0006901709976888531,0.010009992276666666
Mohammad Nabi,0.0,0.0,0.0006901709976888531,0.010009992276666666
,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
JD Unadkat,0.8506,0.0,0.0007620396878324456,0.013315537653739636
JC Archer,9.208120000000001,0.0,0.0007620396878324456,0.013315537653739636
S Gopal,4.16478,0.0,0.0007620396878324456,0.013315537653739636
TK Curran,0.58916,0.0,0.0007620396878324456,0.013315537653739636
R Tewatia,3.30678,0.0,0.0007620396878324456,0.013315537653739636
VR Aaron,0.0,0.0,0.0007620396878324456,0.013315537653739636
Kartik Tyagi,2.5318,0.0,0.0007620396878324456,0.013315537653739636
AJ Tye,0.8342400000000001,0.0,0.0007620396878324456,0.013315537653739636
AS Rajpoot,0.74364,0.0,0.0007620396878324456,0.013315537653739636
R Parag,0.0,0.0,0.0007620396878324456,0.013315537653739636
BA Stokes,0.98794,0.0,0.0007620396878324456,0.013315537653739636
