,DL Chahar,SM Curran,L Ngidi,PP Chawla,RA Jadeja,Sandeep Sharma,JO Holder,S Nadeem,T Natarajan,Rashid Khan,CH Morris,DW Steyn,Washington Sundar,Mohammed Siraj,YS Chahal,SS Cottrell,Mohammed Shami,Ravi Bishnoi,K Gowtham,JDS Neesham,S Sandeep Warrier,Shivam Mavi,PJ Cummins,SP Narine,AD Russell,Kuldeep Yadav,AS Rajpoot,S Gopal,JC Archer,Kartik Tyagi,TK Curran,R Tewatia,GJ Maxwell,Arshdeep Singh,CJ Jordan,M Ashwin,DJ Hooda,JR Hazlewood,Imran Tahir,SN Thakur,CJ Green,M Prasidh Krishna,CV Varun,K Rabada,A Nortje,AR Patel,R Ashwin,HV Patel,MP Stoinis,P Dubey,S Kaul,Abdul Samad,KS Williamson,I Udana,NA Saini,A Zampa,DR Sams
R Ashwin,0.03409478349812479,0.0,0.06975933031042901,0.0,0.0,0.31938677738741617,0.0,0.0,0.05188067444876784,0.0,0.09208103130755065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20593080724876442,0.0,0.035248501938667604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06101281269066504,0.0,0.07510326699211416,0.0,0.0,0.0,0.0,0.3546099290780142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Nortje,0.0,0.0,0.10463899546564352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014539110206455364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344688480502017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM Rahane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02344116268166901,0.0,0.0,0.0,0.0,0.08336807002917883,0.0,0.1762255687279718,0.3971631205673759,0.8,0.6818181818181818,0.03541076487252125,0.0,0.2059732234809475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32948929159802304,0.16133369185264856,0.42298202326401124,0.0,0.0,0.0,0.0,0.10653882008256757,0.2750085940185631,0.04214075010535188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03346720214190094,0.0,0.0,0.0,0.0,0.0
K Rabada,0.0,0.0,0.0,0.0,0.0,0.031938677738741615,0.0,0.0,0.0,0.0,0.32228360957642727,0.0,0.09376465072667604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07049700387733521,0.0,0.014539110206455364,0.0,0.0,0.3995205753096284,0.0,0.0632111251580278,0.0,0.33670033670033667,0.0,0.2508361204013378,0.4034065441506051,0.0,0.0,0.13297872340425532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TU Deshpande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01297016861219196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08237232289950576,0.0,0.4582305252026789,0.0,0.14539110206455363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HV Patel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875293014533521,0.0980872976949485,0.09174311926605504,0.0,0.0705965407695023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08428150021070376,0.0,0.0,0.03755163349605708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT Carey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5157055789967183,0.04904364884747425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.10298661174047374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07990411506192568,0.0,0.42140750105351876,0.0,0.0,0.07510326699211416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01673360107095047,0.0,0.0,0.0,0.0,0.0
P Dubey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03995205753096284,0.0,0.04214075010535188,0.03050640634533252,0.0,0.11265490048817124,0.0,0.0,0.0,0.0,0.044326241134751775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Sams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,A Nortje,MM Sharma,K Rabada,R Ashwin,AR Patel,MP Stoinis,Sandeep Sharma,KK Ahmed,JO Holder,Rashid Khan,T Natarajan,TA Boult,JL Pattinson,KH Pandya,JJ Bumrah,RD Chahar,DL Chahar,SM Curran,SN Thakur,L Ngidi,Imran Tahir,RA Jadeja,UT Yadav,DW Steyn,NA Saini,YS Chahal,Washington Sundar,S Dube,DJ Bravo,PP Chawla,NM Coulter-Nile,KA Pollard,PJ Cummins,M Prasidh Krishna,CV Varun,SP Narine,LH Ferguson,KL Nagarkoti,N Rana,JD Unadkat,AS Rajpoot,JC Archer,S Gopal,R Tewatia,TK Curran,CH Morris,I Udana,Mohammed Siraj,VR Aaron,Kartik Tyagi,BA Stokes,Abhishek Sharma,Abdul Samad,DR Sams,TU Deshpande
KL Rahul,0.42973785990545765,0.16759776536312848,0.22099447513812154,0.0,0.06514657980456026,0.0,0.6589785831960461,0.6275212909009413,0.10574550581600281,0.04880429477794046,0.08723466123873219,1.478226128645625,0.10312822275696115,0.39658328248932273,0.21070375052675938,0.26286143447239957,0.708215297450425,0.5517241379310345,0.4806041881222108,0.12383900928792571,0.0948316737790422,0.2628120893561104,0.5319148936170213,1.8561484918793505,0.8105147864184009,0.8444444444444444,0.4806151874399231,0.9876543209876543,0.48348106365834004,0.07317965605561655,0.4875886524822695,0.15304560759106212,0.9262216544235069,0.23595505617977527,0.4143646408839779,0.48426150121065376,0.0,0.3896103896103896,0.19714144898965008,0.23427041499330656,0.14740566037735847,1.4533520862634788,0.660338423442014,0.24708789269325804,0.4417448923246825,0.5418924551896624,0.11347517730496454,0.7556675062972292,0.4409171075837742,0.17165277096615988,0.08731082654249127,0.0,0.0,0.07,0.0
MA Agarwal,0.8165019338203696,0.8193668528864059,0.9944751381215469,0.03729951510630362,0.26058631921824105,0.37791652974038775,0.32948929159802304,0.02241147467503362,0.0,0.0,0.0,1.238513783459848,0.2750085940185631,0.1525320317266626,0.0,0.0,0.56657223796034,0.6896551724137931,0.2403020940611054,0.12383900928792571,0.0,0.1314060446780552,0.398936170212766,0.27068832173240526,0.24096385542168675,0.3259259259259259,0.0,0.0,0.040290088638195005,0.0,0.0,0.0,0.1916320664324497,0.1797752808988764,0.46040515653775327,0.3631961259079903,0.0,0.2597402597402597,0.14785608674223757,0.6358768406961178,0.5306603773584906,0.3750586029067042,1.1968633924886505,0.6000705965407696,0.20706791827719492,0.12505210504376824,0.22695035460992907,0.2878733357322778,0.0,0.0,0.0,0.0,0.0,0.03,0.0
KK Nair,0.0,0.037243947858472994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038669760247486466,0.1095290251916758,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N Pooran,0.0,0.0,0.09208103130755065,0.27974636329727715,0.26058631921824105,0.36148537627341437,0.16474464579901152,1.2102196324518153,0.17624250969333802,0.1708150317227916,0.6978772899098575,0.0,0.13750429700928155,0.4881025015253203,0.08428150021070376,0.976342470897484,0.0,0.3448275862068966,0.011442956860052637,0.0,0.0474158368895211,0.36136662286465177,0.16622340425531915,0.0,0.02190580503833516,0.5777777777777777,0.12816404998397948,0.0,0.48348106365834004,0.0,0.0,0.3673094582185491,0.0,0.02247191011235955,0.23020257826887663,0.0,0.05188067444876784,0.21645021645021645,0.0,0.0,0.0,0.7501172058134083,0.0,0.0,0.2484815019326339,0.0,0.0,0.0,0.3527336860670194,0.22069641981363414,0.014551804423748545,0.37503348513260115,0.2916666666666667,0.0,0.598035027765912
GJ Maxwell,0.0,0.0,0.23941068139963165,0.29839612085042894,0.16286644951140067,0.03286230693394676,0.08237232289950576,0.0,0.10574550581600281,0.29282576866764276,0.07269555103227682,0.0,0.10312822275696115,0.03050640634533252,0.04214075010535188,0.07510326699211416,0.0,0.0,0.10298661174047374,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.09876543209876543,0.32232070910556004,0.0,0.0,0.0,0.0,0.0,0.0,0.4035512510088781,0.0,0.0,0.0,0.0,0.2653301886792453,0.09376465072667604,0.0,0.0,0.08282716731087797,0.0,0.0,0.0,0.0,0.12260912211868563,0.0,0.02678810608090008,0.0,0.05,0.042716787697565144
SN Khan,0.0,0.0,0.22099447513812154,0.0,0.03257328990228013,0.1971738416036806,0.0,0.0,0.0,0.0,0.0,0.23971234518577705,0.0,0.0,0.04214075010535188,0.0,0.0,0.0,0.37761757638173704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12087026591458501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K Gowtham,0.1289213579716373,0.44692737430167595,0.0,0.0,0.16286644951140067,0.0,0.0,0.0,0.0,0.0,0.0,0.5593288054334798,0.034376074252320386,0.0,0.2949852507374631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Jordan,0.04297378599054577,0.0,0.22099447513812154,0.0,0.0,0.0,0.0,0.08964589870013448,0.035248501938667604,0.0,0.08723466123873219,0.11985617259288853,0.0,0.0,0.04214075010535188,0.0,0.0,0.0,0.10298661174047374,0.061919504643962855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26595744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandeep Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.32948929159802304,0.22411474675033619,0.0,0.04880429477794046,0.0,0.0,0.0,0.0,0.0,0.0,0.21246458923512748,0.0,0.03432887058015791,0.0,0.1896633475580844,0.10950503723171266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7317965605561654,0.0,0.0,0.7665282657297988,0.24719101123595505,0.5985267034990792,0.12106537530266344,0.311284046692607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH Gayle,0.0,0.0,0.0,0.03729951510630362,0.03257328990228013,0.0,0.0,0.0,0.17624250969333802,0.3904343582235237,0.05815644082582146,0.2796644027167399,0.0,0.0,0.04214075010535188,0.1502065339842283,0.0,0.0,0.13731548232063165,0.12383900928792571,0.1422475106685633,0.0,0.0,0.0,0.04381161007667032,0.044444444444444446,1.0253123998718359,0.0,0.0,0.0,0.3546099290780142,0.21426385062748698,0.031938677738741615,0.02247191011235955,0.6906077348066298,0.6860371267150928,0.22049286640726332,0.0,0.0,0.0,0.0,0.3047351148616972,0.330169211721007,0.6000705965407696,0.0,0.12505210504376824,0.028368794326241134,0.5037783375314862,0.4115226337448559,0.6130456105934281,0.640279394644936,0.0,0.0,0.01,1.0679196924391285
DJ Hooda,0.0,0.0,0.16574585635359115,0.03729951510630362,0.22801302931596093,0.0,0.0,0.0,0.0,0.0,0.0,0.07990411506192568,0.0,0.03050640634533252,0.5056890012642224,0.03755163349605708,0.17705382436260625,0.0,0.2403020940611054,1.6718266253869971,0.5215742057847321,0.39421813403416556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3546099290780142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04688232536333802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
M Ashwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04482294935006724,0.07049700387733521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JDS Neesham,0.0,0.0,0.0,0.03729951510630362,0.03257328990228013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10312822275696115,0.0,0.02107037505267594,0.11265490048817124,0.0,0.0,0.0,0.0,0.0,0.0657030223390276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
Ravi Bishnoi,0.0,0.0,0.0,0.0,0.0,0.0,0.20593080724876442,0.0,0.0,0.0,0.02907822041291073,0.0,0.034376074252320386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Shami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03995205753096284,0.0,0.0,0.04214075010535188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Simran Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.04118616144975288,0.08964589870013448,0.0,0.0,0.17446932247746438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033707865168539325,0.0,0.04035512510088781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mujeeb Ur Rahman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04880429477794046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SS Cottrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arshdeep Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,CH Morris,Mohammed Siraj,NA Saini,I Udana,YS Chahal,Washington Sundar,TU Deshpande,A Nortje,K Rabada,AR Patel,MP Stoinis,R Ashwin,DL Chahar,SM Curran,SN Thakur,KV Sharma,DJ Bravo,JC Archer,AS Rajpoot,JD Unadkat,TK Curran,S Gopal,R Parag,R Tewatia,TA Boult,JL Pattinson,JJ Bumrah,RD Chahar,KA Pollard,KH Pandya,Sandeep Sharma,Basil Thampi,T Natarajan,V Shankar,Rashid Khan,HV Patel,A Mishra,GJ Maxwell,Mohammed Shami,Arshdeep Singh,M Ashwin,CJ Jordan,Ravi Bishnoi,Mujeeb Ur Rahman,NM Coulter-Nile,VR Aaron,BA Stokes,Kartik Tyagi,L Ngidi,MJ Santner,RA Jadeja,B Kumar,KK Ahmed,Mohammad Nabi,Abhishek Sharma
Shubman Gill,0.25010421008753647,0.4318100035984167,0.07667031763417306,0.0,0.17777777777777778,0.19224607497596924,0.34173430158052115,0.27932960893854747,0.055248618784530384,0.0,0.1971738416036806,0.22379709063782172,0.7790368271954675,0.3793103448275862,0.0,0.0,0.0,0.07032348804500704,0.41273584905660377,0.10040160642570281,0.027609055770292656,1.320676846884028,0.05405405405405406,0.03529827038475115,0.15980823012385137,0.034376074252320386,0.1264222503160556,0.03755163349605708,0.0,0.12202562538133008,0.12355848434925865,0.3674669279764821,0.46525152660657165,0.18339009693476552,0.3904343582235237,0.06818956699624958,0.02068680182043856,0.0730816077953715,0.229197807673144,0.4036697247706422,0.4145408163265306,0.4534356470177886,1.0213852537503991,0.5736714975845411,0.44326241134751776,0.5291005291005291,0.11641443538998836,0.04904364884747425,0.061919504643962855,0.04081632653061224,0.0657030223390276,0.4598662207357859,0.7171671896010758,0.44414075845575673,0.24109295472810074
RA Tripathi,0.20842017507294708,0.04797888928871297,0.0,0.028368794326241134,0.13333333333333333,0.12816404998397948,0.0,0.15040825096691018,0.6077348066298343,0.09771986970684039,0.42720999014130795,0.0,1.2039660056657224,0.4482758620689655,0.03432887058015791,0.622938805423232,0.32232070910556004,0.04688232536333802,0.0,0.0,0.0,0.18572018159306644,0.0,0.5294740557712673,0.11985617259288853,0.0,0.0,0.0,0.0,0.0,0.2471169686985173,0.1224889759921607,0.17446932247746438,0.0,0.0,0.06818956699624958,0.0,0.17052375152253352,0.03986048829098156,0.0,0.0,0.0,0.0,0.0,0.044326241134751775,0.11757789535567312,0.20372526193247964,0.07356547327121138,0.18575851393188855,0.0,0.0,0.0,0.0,0.0,0.0
N Rana,0.0,0.08996041741633681,0.0,0.0,0.044444444444444446,0.04806151874399231,0.5553182400683468,0.6875805758487323,0.6629834254143646,0.13029315960912052,0.5586592178770949,1.1935844834017157,0.6019830028328612,0.034482758620689655,0.13731548232063165,0.47636496885305973,0.040290088638195005,0.0,0.0,0.0,0.11043622308117063,0.12381345439537762,0.13513513513513514,0.08824567596187788,0.0,0.0,0.1685630004214075,0.5257228689447991,0.07652280379553106,0.1830384380719951,0.0,0.0,0.05815644082582146,0.1047943411055803,1.0248901903367498,0.3239004432321855,0.37236243276789405,0.0,0.029895366218236172,0.03669724770642202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30959752321981426,1.0612244897959184,0.36136662286465177,0.41806020066889626,0.5378753922008068,0.0,0.0
T Banton,0.08336807002917883,0.05397625044980209,0.14238773274917854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KD Karthik,0.0,0.035984166966534725,0.02190580503833516,0.028368794326241134,0.014814814814814814,0.03204101249599487,0.0,0.04297378599054577,0.0,0.0,0.13144922773578704,0.0,0.0,0.22413793103448276,0.2059732234809475,0.0,0.040290088638195005,0.0,0.0,0.0,0.0,0.041271151465125874,0.0,0.0,0.15980823012385137,0.17188037126160194,0.0,0.08762047815746653,0.27548209366391185,0.2745576571079927,0.5354200988467874,0.1224889759921607,0.319860424542018,0.0,0.0,0.06818956699624958,0.0,0.0,0.14947683109118085,0.5137614678899083,0.0,0.34879665155214507,0.15959144589849986,0.27173913043478265,0.0,0.0,0.0,0.0,0.8049535603715171,0.0,0.0,0.0,0.0,0.0,0.0
EJG Morgan,0.0,0.035984166966534725,0.24096385542168675,0.14184397163120568,0.3111111111111111,0.14952472498130942,0.0,0.32230339492909327,2.3756906077348066,0.0,0.01643115346697338,0.0,0.03541076487252125,0.10344827586206896,0.13731548232063165,0.14657383657017223,0.0,0.4219409282700422,0.08844339622641509,0.0,0.6073992269464384,0.990507635163021,0.0,0.24708789269325804,0.31961646024770274,0.2406325197662427,0.1264222503160556,0.33796470146451374,0.18365472910927455,0.06101281269066504,0.20593080724876442,0.2572268495835375,0.5815644082582145,0.0,0.7320644216691069,0.06818956699624958,0.0,0.2679658952496955,0.5381165919282511,0.25688073394495414,0.22321428571428573,0.17439832577607253,0.03191828917969997,0.392512077294686,0.7535460992907802,0.0,0.640279394644936,0.3678273663560569,0.15479876160990713,0.0,0.0657030223390276,0.2926421404682274,0.0,0.23915271609156133,0.05357621216180016
PJ Cummins,0.020842017507294707,0.0,0.0,0.0,0.06666666666666667,0.03204101249599487,0.0,0.08594757198109154,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.37761757638173704,0.0,0.12087026591458501,0.5157055789967183,0.029481132075471695,0.0,0.06902263942573164,0.0,0.0,0.0,0.8789452656811826,0.0,1.34850400337126,0.26286143447239957,0.0,0.1525320317266626,0.0,0.0,0.0,0.0,0.0,0.03409478349812479,0.0,0.0,0.0,0.11009174311926606,0.03188775510204082,0.06975933031042901,0.0,0.0,0.8865248226950355,0.0,0.20372526193247964,0.03678273663560569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuldeep Yadav,0.20842017507294708,0.10795250089960418,0.02190580503833516,0.0,0.0,0.09612303748798462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03755163349605708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LH Ferguson,0.3334722801167153,0.10795250089960418,0.0,0.0,0.3111111111111111,0.03204101249599487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2092675635276532,0.0,0.15943877551020408,0.4185559818625741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP Narine,0.0,0.0,0.0,0.0,0.0,0.0,0.7689021785561726,0.04297378599054577,0.11049723756906077,0.0,0.36148537627341437,1.1935844834017157,0.0,0.0,0.0,0.20153902528398682,0.523771152296535,0.0,0.11792452830188678,0.18406961178045517,0.0,0.0,0.0,0.0,0.0,0.13750429700928155,0.04214075010535188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10463899546564352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD Russell,0.041684035014589414,0.0,0.0,0.19858156028368795,0.0,0.03204101249599487,0.0,0.0,0.2762430939226519,0.0,0.0,0.0,0.0708215297450425,0.0,0.0,0.0,0.0,0.6094702297233944,0.08844339622641509,0.0,0.0,0.7016095749071399,0.0,0.03529827038475115,0.3595685177786656,0.034376074252320386,0.0702345835089198,0.03755163349605708,0.0,0.21354484441732763,0.0,0.0,0.02907822041291073,0.13099292638197538,0.09760858955588092,0.0,0.12412081092263136,0.0,0.029895366218236172,0.07339449541284404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14713094654242276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KL Nagarkoti,0.041684035014589414,0.0,0.02190580503833516,0.0,0.044444444444444446,0.0,0.0,0.08594757198109154,0.0,0.0,0.03286230693394676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20636792452830188,0.0,0.027609055770292656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01594387755102041,0.0,0.15959144589849986,0.0,0.0,0.0,0.0,0.024521824423737126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shivam Mavi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03286230693394676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15980823012385137,0.06875214850464077,0.0,0.05632745024408562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV Varun,0.08336807002917883,0.0,0.06571741511500548,0.05673758865248227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020145044319097503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029895366218236172,0.0,0.0,0.017439832577607253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
