,DL Chahar,SM Curran,L Ngidi,PP Chawla,RA Jadeja,Sandeep Sharma,JO Holder,S Nadeem,T Natarajan,Rashid Khan,CH Morris,DW Steyn,Washington Sundar,Mohammed Siraj,YS Chahal,SS Cottrell,Mohammed Shami,Ravi Bishnoi,K Gowtham,JDS Neesham,S Sandeep Warrier,Shivam Mavi,PJ Cummins,SP Narine,AD Russell,Kuldeep Yadav,AS Rajpoot,S Gopal,JC Archer,Kartik Tyagi,TK Curran,R Tewatia,GJ Maxwell,Arshdeep Singh,CJ Jordan,M Ashwin,DJ Hooda,JR Hazlewood,Imran Tahir,SN Thakur,CJ Green,M Prasidh Krishna,CV Varun,K Rabada,A Nortje,AR Patel,R Ashwin,HV Patel,MP Stoinis,P Dubey,S Kaul,Abdul Samad,KS Williamson,I Udana,NA Saini,A Zampa,DR Sams
SM Curran,0.2596883739512585,0.0,0.21070375052675938,0.4881025015253203,0.488171235448742,0.0,0.09376465072667604,0.1650846058605035,0.0,0.26473702788563364,0.06387735547748323,0.0,0.09208103130755065,0.06493506493506493,0.8071025020177562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.04180602006688963,1.2102196324518153,0.2035475428903751,0.0,0.0,0.07291666666666667,0.7092198581560284,0.061218243036424855,0.0,0.0,0.0,0.0,0.0,0.0,0.08237232289950576,0.0,0.029481132075471695,0.14713094654242276,0.20372526193247964,0.07782101167315175,0.0,0.0,0.0,0.0,0.0
MS Dhoni,0.03995205753096284,0.0,0.37926675094816686,0.0,0.11265490048817124,0.06693440428380187,0.1875293014533521,0.20635575732562939,0.6350082827167312,0.2823861630780092,0.031938677738741615,0.0,0.13812154696132597,0.021645021645021644,0.04035512510088781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055248618784530384,0.0,0.10743446497636441,0.0,0.06572461386789352,0.0,0.0,0.0,0.8068130883012102,0.2471648735097412,0.05357621216180016,0.43923865300146414,0.19791666666666666,0.0,0.0,0.3751563151313047,0.15334063526834613,0.0,0.0,0.28888888888888886,0.0,0.12355848434925865,0.0,0.0,0.1348700343305542,0.11641443538998836,0.0,0.0,0.1505016722408027,0.0,0.0,0.0
RD Gaikwad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12775471095496646,0.0,0.7366482504604052,0.10822510822510822,0.48426150121065376,0.0,0.13806953683946277,0.35874439461883406,0.4883153121730031,0.5426109160548995,0.1913265306122449,0.04938271604938271,0.0,0.0,0.06514657980456026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6252605252188412,0.04381161007667032,0.0,0.5126561999359179,0.5777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.7522697795071337,0.09857072449482504,0.0,0.12412081092263136,0.35984166966534725,0.2922077922077922
KM Jadhav,0.0,0.0,0.0,0.0,0.0,0.10040160642570281,0.04688232536333802,0.660338423442014,0.013804527885146328,0.0705965407695023,0.0,0.0,0.0,0.0,0.20177562550443906,0.07122507122507123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762430939226519,0.06514657980456026,0.021486892995272885,0.0,0.0,0.0,0.0,0.0,0.0,0.02907822041291073,0.05357621216180016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08731082654249127,0.0,0.0,0.2173913043478261,0.20686801820438558,0.0,0.0
N Jagadeesan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01095290251916758,0.05673758865248227,0.09612303748798462,0.8444444444444444,0.3950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL Chahar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08964589870013448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN Thakur,0.0,0.0,0.0,0.06101281269066504,0.11265490048817124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08865248226950355,0.061218243036424855,0.0,0.0,0.028368794326241134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imran Tahir,0.03995205753096284,0.0,0.21070375052675938,0.21354484441732763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Bravo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08336807002917883,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SS Cottrell,Mohammed Shami,CJ Jordan,K Gowtham,Ravi Bishnoi,PJ Cummins,M Prasidh Krishna,KL Nagarkoti,LH Ferguson,SP Narine,CV Varun,VR Aaron,JC Archer,Kartik Tyagi,AJ Tye,S Gopal,R Tewatia,CH Morris,Mohammed Siraj,Washington Sundar,I Udana,YS Chahal,Shahbaz Ahmed,DL Chahar,SM Curran,SN Thakur,RA Jadeja,KV Sharma,DJ Bravo,Shivam Mavi,AD Russell,NA Saini,MM Ali,Sandeep Sharma,S Nadeem,JO Holder,Rashid Khan,T Natarajan,V Shankar,DA Warner,TA Boult,JL Pattinson,JJ Bumrah,KH Pandya,KA Pollard,RD Chahar,B Kumar,KK Ahmed,Abhishek Sharma,J Yadav,NM Coulter-Nile,JR Hazlewood,PP Chawla,JD Unadkat,BA Stokes,GJ Maxwell,Arshdeep Singh,JDS Neesham,M Ashwin
PP Shaw,0.17047391749062393,0.014947683109118086,0.0,0.0,0.0,0.5748961992973491,0.0,0.16233766233766234,0.0,0.20177562550443906,0.5985267034990792,0.2939447383891828,0.1406469760900141,0.0,0.0,0.0,0.0,0.041684035014589414,0.09595777857742593,0.3844921499519385,0.3404255319148936,0.4888888888888889,0.0,0.19475920679886688,0.3793103448275862,0.0,0.49277266754270693,0.0,0.0,0.3194888178913738,0.14245014245014245,0.15334063526834613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12984418697562924,0.0,0.0,0.03050640634533252,0.0,0.0,0.04180602006688963,0.0,0.0,0.0,0.0,0.078125,0.402488108305891,0.0,0.0,0.0243605359317905,0.1834862385321101,0.0,0.0
S Dhawan,0.0,0.3139013452914798,0.0,0.0,0.47877433769549954,0.047908016608112426,0.1348314606741573,0.0,0.0,0.5246166263115415,0.11510128913443832,0.1469723691945914,0.0,0.4413928396272683,0.0,0.2682624845233182,0.4235792446170138,0.6669445602334306,0.4318100035984167,0.5767382249279077,0.19858156028368795,0.6222222222222222,0.11363636363636363,0.56657223796034,1.0689655172413792,0.5492619292825266,1.0840998685939554,0.696225723708318,0.44319097502014504,0.14522218995062447,0.0,0.15334063526834613,0.0,0.17847336628226249,0.7797795106211347,0.4582305252026789,0.5124450951683749,0.43617330619366096,0.0,0.0,0.41949660407510986,0.2062564455139223,0.4003371260008428,0.3660768761439902,0.24487297214569942,0.6383777694329703,0.20903010033444813,0.31376064545047067,0.24109295472810074,0.010379904504878554,0.0,0.03125,0.1463593121112331,0.20080321285140562,0.23282887077997672,0.5602923264311815,0.5504587155963303,0.11296598468683318,0.7334183673469388
SO Hetmyer,0.03409478349812479,0.08968609865470852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2824858757062147,0.06906077348066299,0.0,0.0,0.2697400686611084,0.8715596330275229,0.0,0.1411930815390046,0.0,0.035984166966534725,0.0,0.28368794326241137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2492877492877493,0.0,0.0,0.41186161449752884,0.18822264049475668,0.8107155445893549,0.09760858955588092,0.5234079674323932,0.0,0.0,0.0,0.0,0.04214075010535188,0.0,0.0,0.3755163349605708,0.0,0.6723442402510086,0.05357621216180016,0.10379904504878555,0.0,0.0,0.0,0.0,0.0,0.0,0.25688073394495414,0.0,0.0
SS Iyer,0.0,0.014947683109118086,0.17439832577607253,0.6476983576220218,0.15959144589849986,0.830405621207282,0.06741573033707865,0.4978354978354978,0.33722438391699094,0.8878127522195318,0.7596685082872928,0.26455026455026454,0.1406469760900141,0.12260912211868563,0.1146788990825688,0.3714403631861329,0.3529827038475115,0.0,0.17992083483267363,0.03204101249599487,0.05673758865248227,0.26666666666666666,0.06818181818181818,0.6728045325779037,0.15517241379310345,0.2403020940611054,0.09855453350854139,0.03664345914254306,0.16116035455278002,0.3194888178913738,0.14245014245014245,0.0,0.016233766233766232,0.0,0.21511158913686476,0.08812125484666901,0.21961932650073207,0.2617039837161966,0.03929787791459261,0.0,0.9188973232121453,0.6875214850464078,0.5056890012642224,0.38133007931665647,0.27548209366391185,0.11265490048817124,0.0,0.3585835948005379,0.08036431824270024,0.3944363711853851,0.797872340425532,0.015625,0.036589828027808274,0.5020080321285141,0.4074505238649593,0.0,0.11009174311926606,0.10041420861051839,0.04783163265306122
RR Pant,0.0,0.08968609865470852,0.20927799093128704,0.2544529262086514,0.3191828917969997,0.22357074417119133,0.15730337078651685,0.12987012987012986,0.3631647211413749,0.16142050040355124,0.0,0.0,0.0,0.0,0.04587155963302752,0.08254230293025175,0.0705965407695023,0.0,0.21590500179920835,0.03204101249599487,0.22695035460992907,0.3111111111111111,0.09090909090909091,0.24787535410764874,0.2413793103448276,0.0,0.22996057818659657,0.0,0.0,0.3775776938716236,0.2492877492877493,0.24096385542168675,0.12987012987012986,0.02059308072487644,0.0,0.21149101163200562,0.1708150317227916,0.6106426286711253,0.18339009693476552,0.01,0.03995205753096284,0.0,0.1685630004214075,0.3660768761439902,0.21426385062748698,0.22530980097634248,0.20903010033444813,0.0,0.4821859094562015,0.37367656217562795,0.3546099290780142,0.21875,0.07317965605561655,0.0,0.0,0.0730816077953715,0.0,0.0,0.03188775510204082
AR Patel,0.0,0.11958146487294469,0.0,0.0,0.06383657835939995,0.0,0.0,0.0,0.0,0.2824858757062147,0.04604051565377532,0.0,0.09376465072667604,0.0,0.3440366972477064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.657030223390276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02440214738897023,0.05815644082582146,0.026198585276395073,0.0,0.1997602876548142,0.0,0.2528445006321112,0.12202562538133008,0.21426385062748698,0.26286143447239957,0.08361204013377926,0.0,0.0,0.0,0.3324468085106383,0.0,0.0,0.11713520749665328,0.0,0.0,0.0,0.0,0.0
MP Stoinis,0.5114217524718718,0.029895366218236172,0.6278339727938611,0.0,0.09575486753909991,0.0,0.0,0.0,0.0,0.16142050040355124,0.06906077348066299,0.0,0.07032348804500704,0.17165277096615988,0.2293577981651376,1.1555922410235246,0.2117896223085069,0.0,0.7556675062972292,0.03204101249599487,0.0851063829787234,0.08888888888888889,0.0,0.0,0.0,0.1201510470305527,0.0,0.5130084279956028,0.12087026591458501,0.0,0.0,0.4819277108433735,0.45454545454545453,0.6589785831960461,0.04033342296316214,0.6697215368346845,0.12201073694485115,0.10177377144518755,0.0,0.0,0.1997602876548142,0.0,0.08428150021070376,0.5796217205613179,0.18365472910927455,0.6008261359369133,0.16722408026755853,0.0,0.0,0.0,0.31028368794326244,0.078125,0.0,0.06693440428380187,0.0,0.0243605359317905,0.0,0.0,0.15943877551020408
